Project:,Great Smoky Mountains Postcards Supplement,Lead:,Anne Bridges,Metadata creator:,TBD,Date:,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scan_note,local_note,adminDB object identifer,adminDB file identifier (side 1),adminDB file identifier (side 2),identifier_local,title,abstract,abstract 2,date_text,collection,collection_identifier,shelf_locator,extent,form,language,name,name_role,name 2,name_role 2,name 3,name_role 3,publisher,place_of_origin,subject_geographic_lc,subject_geographic_lc 2,subject_geographic_lc 3,subject_geographic_lc 4,subject_geographic_dots,subject_geographic_dots 2,subject_geographic_dots 3,subject_geographic_dots 4,subject_geographic_dots 5,subject_name,subject_name 2,subject_topical_lc,subject_topical_lc 2,subject_topical_lc 3,subject_topical_lc 4,subject_topical_dots,subject_topical_dots 2,subject_topical_dots 3,subject_topical_dots 4,project_title,repository,rights,public_note
,,,0012_003786_000034_0001,0012_003786_000034_0002,,"Brookeside Motel and Ranch House Roaring Fork Road, Highway 73 Gatlinburg, Tennessee",Unused postcard,"43 Units delightfully located on private drive by mountain stream.  Spacious grounds with swimming pool, shuffle board, T. V., air conditioning.  25 Deluxe guest rooms. 2 and 3 Bedroom cottages with kitchens.",1962,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Thompsons Commercial Photographers,Creator,,,,,Thompsons Commercial Photographers,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Roaring Fork,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000035_0001,0012_003786_000035_0002,,"Bradley's Cottages Gatlinburg, Tennessee on Baskins Creek Road","Handwritten note to Blanch Gorman in Memphis, Tennessee for a postage of 2 cents.","11 Units. Air Conditioning optional - Electric Heat. With or Without Kitchens. Quiet and Cool with Shady Recreational Area. 4 Blocks from Center of Town.  Reservations accepted. Phone 363. Mr. & Mrs. Carl W. Bradley, Owners & Operators.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Thompsons Commercial Photographers,Creator,,,,,Thompsons Commercial Photographers,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000036_0001,0012_003786_000036_0002,,"Brookside Court, Roaring Fork Road, Highway 73, Gatlinburg Tenn.",Unused postcard,"1/2-mile from down town Gatlinburg, 19 units, some air conditioned, some kitchens, cottages with porches on creek. Cool, quiet and restful.  Spacious grounds with recreation facilities. Daily and weekly rates. Grade A court. The Paul Coxes, Owner-managers. Phone 105.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Graphic News Service,Creator,,,,,Graphic News Service,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Roaring Fork,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000037_0001,0012_003786_000037_0002,,"Brookside Court, Roaring Fork Road, Highway 73, Gatlinburg Tenn.",Unused postcard,"Brookside Court has 19 units, some with airconditioning and Kitchens. Several cottages have porches on the creek.  Spacious grounds with recreation facilities including a modern swimming pool.  Cool, quiet, and restful atmosphere makes your visit one to remember.  Daily and weekly rates.  Grade A. Court. The Paul Coxes, Owners-Mgrs.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Thompsons Commercial Photographers,Creator,,,,,Thompsons Commercial Photographers,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Roaring Fork,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000038_0001,0012_003786_000038_0002,,"Brookside Motel and Ranch House Roaring Fork Road, Highway 73 Gatlinburg, Tennessee",Unused postcard,"45 Units delightfully located on private drive by mountain stream.  Spacious grounds with swimming pool, shuffle board, T.V., air-conditioning. 25 New deluxe motel rooms. 20 Attractive cottages - 1, 2, & 3 bedroom - some with kitchens.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Harold K. Melton,Creator,,,,,Harold K. Melton,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Roaring Fork,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000039_0001,0012_003786_000039_0002,,"Brookside Motel and Ranch House Roaring Fork Road, Highway 73 Gatlinburg, Tennessee","Handwritten note to Mrs. Ed. Hedrick in Winchester, Kentucky sent August 27, 1963 for a postage of 4 cents.","42 Units delightfully located on private drive by mountain stream.  Spacious grounds with swimming pool, shuffle board, T. V., air conditioning. 25 Deluxe guest rooms. 2 and 3 Bedroom cottages with kitchens.",1963,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Thompsons Commercial Photographers,Creator,,,,,Thompsons Commercial Photographers,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Roaring Fork,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000040_0001,0012_003786_000040_0002,,"Buckeye Motel Airport Road - 2 Blocks of U. S. 441 Gatlinburg, Tennessee","Handwritten note sent to Mr. Ray Perry in Wauwasota, Wisconsin on May 20, 1963 for a postage of 4 cents.",Decorator designed units with wall-to-wall carpet. Air Conditioned and T.V. Heated Swimming Pool. Unsurpassed Mountain Setting. Spacious Lawns with Cook-Out Area.,1963,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Gene Aiken,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000041_0001,0012_003786_000041_0002,,"Bufords Court Roaring Fork Road Gatlinburg, Tennessee","Handwritten note sent to Mrs. Virginia Graves in Nashville, Tennessee on October 24, 1961 for a postage of 3 cents,",Located on the banks of picturesque Roaring Fork Creek in the Great Smoky Mountains vacationland.  Mr. & Mrs. Buford Reagan Owners-Managers Phone: Gatlinburg 500.,1957,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Roaring Fork,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000042_0001,0012_003786_000042_0002,,"Butler Motel (Hwy. 73) Roaring Fork Road Gatlinburg, Tennessee 37738",Unused postcard,Turn East at #3 Traffic Light. Tile Baths - Electric Heat - Television - Air Conditioned. Off Season Rates: Sept. through May. Open All Year. Write or Phone for Reservations. Phone 436-5817,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Roaring Fork,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000043_0001,0012_003786_000043_0002,,"Bohanan's Cabins Gatlinburg, Tennessee","Handwritten note sent to Rita Mangrum  in Nashville, Tennessee on July 7, 1953 for a postage of 2 cents.","This 23 unit motor court has porches over the Little Pigeon River and is one mile from the entrances to The Great Smoky Mountain National Park. All the modern conveniences are available such as electric heat, tub, and shower baths.  Kitchens available.  Mr. and Mrs. Ray Bohanan, Owners and Mgrs. Phone 87 Res.",1953,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Thompsons, Inc.",Creator,Jim Thompson,Photographer,,,"Thompsons, Inc.",Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Little Pigeon River,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000044_0001,0012_003786_000044_0002,,Bales Motel,"Handwritten note sent to Mrs. W. W. Bass and Family in Columbia, Tennessee on September 14, 1961 for a postage of 3 cents.","On Bishop Street 1 Block off Parkway, Directly behind High School 50 yards off Baskin Creek Road Gatlinburg, Tennessee Pearl Bales Owner - Manager Telephone 770.",1961,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Fred W. Stanley,Creator,,,,,Fred W. Stanley,Johnson City (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000045_0001,0012_003786_000045_0002,,"""Tarry-A-Wile"" In the Great SMoky Mts. Hi-Way 71",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Kaeser & Blair,Creator,,,,,Kaeser & Blair,Cincinnati (Ohio),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,Crafts (Handicrafts),,,Tourism,Handicrafts,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000046_0001,0012_003786_000046_0002,,"Bohanans Craft Shop and Cabins in the Great Smokies - Gatlinburg, Tenn. Phone - 87 (1-I-212)",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000047_0001,0012_003786_000047_0002,,"Bales Cabins on Baskins Creek - Gatlinburg, Tenn.",Unused postcard,All the Comforts of Home in Modern Cabins Phone 167 Homer Bales Owner & Operator,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"National Press, Inc.",Creator,,,,,"National Press, Inc.",Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Baskins Creek,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000048_0001,0012_003786_000048_0002,,Miss Bishop's Guest House,"Handwritten note sent to Mrs. Ethel Bosson in Terre Haute, Indiana on March 20, 1944 for a postage of 1 cent.","On the crest of 'Burg Hill on the Roaring Fork Road in Gatlinburg-In-The-Smokies, Tennessee.",1944,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,,,,,,,,,Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Roaring Fork,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000049_0001,0012_003786_000049_0002,,Cox's Gateway Courts Gatlinburg In-The-Smokies Tennessee,"Handwritten notes sent to Mr. and Mrs. F. Samuelson in Ludington, Michigan on March 19, 1949 for a postage of 1 cent.","Modern, comfortable vacation cottages at the entrance to the Great Smoky Mountains National Park.",1949,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,The Mountain Press,Creator,,,,,The Mountain Press,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000050_0001,0012_003786_000050_0002,,Cox's Gateway Courts Gatlinburg In-The-Smokies Tennessee,Unused postcard,"Modern, comfortable vacation cottages at the entrance to the Great Smoky Mountains National Park",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,The Mountain Press,Creator,,,,,The Mountain Press,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000051_0001,0012_003786_000051_0002,,Cox's Gateway Courts Gatlinburg In-The-Smokies Tennessee,Unused postcard,"Modern, comfortable vacation cottages at the entrance to the Great Smoky Mountains National Park",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,The Mountain Press,Creator,,,,,The Mountain Press,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000052_0001,0012_003786_000052_0002,,"Everett's Cabins Gatlinburg, Tennessee","Handwritten note sent to Thomas Rankin in Wadsworth, Ohio for a psotage of 1 cent.","Modern cottages in the heart of the Great Smokies, conveniently located in the city limits away from heavy traffic.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,The Mountain Press,Creator,,,,,The Mountain Press,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000053_0001,0012_003786_000053_0002,,Cox's Gateway Courts Gatlinburg In-The-Smokies Tennessee,Unused Postcard,"Modern, comfortable vacation cottages at the entrance to the Great Smoky Mountains National Park",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,The Mountain Press,Creator,,,,,The Mountain Press,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000054_0001,0012_003786_000054_0002,,The Edgepark Motel,Unused Postcard,"Conveniently located in the Center of Gatlinburg at the Entrance to the Great Smoky Mountains National Park. On U. S. 441 Gatlinburg, Tennessee",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,The Mountain Press,Creator,,,,,The Mountain Press,Gatlinburg (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
